gene_id,DRR546743,DRR546744,DRR546790,SRR2960319,SRR5889337,SRR8996966,SRR8996977,SRR8997009
gene-LOC100684726|LOC100684726,49,29,87,78,0,201,809,91
gene-F13B|F13B,4062,4030,1789,6566,0,15036,18561,9
gene-IL10|IL10,36,16,55,146,0,48,349,0
gene-LOC111096602|LOC111096602,6,14,31,18,0,0,71,0
gene-LOC119872486|LOC119872486,0,0,0,77,0,0,0,0
gene-LOC111096601|LOC111096601,0,0,0,17,0,0,3,0
gene-MAPKAPK2|MAPKAPK2,837,1364,748,5103,0,3372,9084,0
gene-CFHR5|CFHR5,7117,6562,1290,8709,0,17086,131642,7
gene-IL24|IL24,0,0,4,9,0,3,18,0
gene-FCMR|FCMR,421,196,376,1292,0,403,2203,0
gene-C7H1orf116|C7H1orf116,10,57,49,49,0,111,336,0
gene-LOC119872487|LOC119872487,22,0,22,23,0,69,73,0
gene-LOC111096603|LOC111096603,0,0,0,9,0,0,19,0
gene-FCAMR|FCAMR,6,0,8,175,0,16,50,0
gene-YOD1|YOD1,473,634,819,1119,0,1157,3097,0
gene-PFKFB2|PFKFB2,1210,505,1654,6730,0,4183,8586,0
gene-LOC119872488|LOC119872488,1,1,2,4,0,1,0,0
gene-PIGR|PIGR,22651,33536,17690,70415,31,59485,46576,11
gene-C4BPB|C4BPB,7283,4342,5023,7195,39,27570,67959,4
gene-CD55|CD55,80,33,84,368,0,176,2876,0
gene-LOC119872782|LOC119872782,0,0,0,0,0,0,0,0
gene-LOC102156626|LOC102156626,40,18,12,17,0,64,70,0
gene-LOC490269|LOC490269,28,0,85,525,0,284,4295,0
gene-MIR29C-1|MIR29C-1,1,0,2,4,0,3,14,0
rna-NR_049348.1|MIR29C-1,1,0,1,1,0,1,1,0
gene-C4BPA|C4BPA,42100,26048,45864,51536,0,116460,379001,64857
gene-MIR29C-2|MIR29C-2,1,0,2,4,0,2,13,0
rna-NR_049527.1|MIR29C-2,1,0,1,1,0,1,1,0
gene-LOC119872489|LOC119872489,9,5,38,38,0,8,29,0
gene-LOC119872657|LOC119872657,0,0,0,0,0,0,0,0
gene-LOC609365|LOC609365,3005,2133,4624,7432,0,5182,39487,0
gene-CD34|CD34,84,341,930,258,0,555,3473,0
gene-LOC111096604|LOC111096604,0,1,0,3,0,0,0,0
gene-LOC111096605|LOC111096605,0,0,10,0,0,3,0,0
gene-PLXNA2|PLXNA2,48,64,492,321,0,235,1002,0
gene-LOC111096609|LOC111096609,0,0,0,0,0,0,0,0
gene-LOC490271|LOC490271,13,14,4,24,1,12,18,1
gene-LOC111096861|LOC111096861,0,0,0,0,0,0,0,0
gene-LOC100687572|LOC100687572,2,2,1,2,0,1,1,0
gene-CAMK1G|CAMK1G,8,0,4,54,0,0,85,0
gene-TRAF3IP3|TRAF3IP3,26,9,118,193,0,260,1247,0
gene-C7H1orf74|C7H1orf74,529,422,777,1334,0,1693,4058,0
gene-IRF6|IRF6,864,2570,897,1761,0,2335,2601,0
gene-LAMB3|LAMB3,23,193,219,211,0,134,522,0
gene-LOC119872774|LOC119872774,0,0,0,0,0,0,0,0
gene-G0S2|G0S2,502,1467,2498,514,0,1201,8813,0
gene-HSD11B1|HSD11B1,11603,1408,1931,15534,42,25847,83582,13
gene-UTP25|UTP25,349,706,762,1304,0,888,3176,0
gene-LOC111096614|LOC111096614,0,0,0,0,0,0,0,0
gene-LOC609753|LOC609753,16,28,8,10,0,13,700,0
gene-SERTAD4|SERTAD4,13,9,41,16,0,13,109,0
gene-SYT14|SYT14,2,0,0,0,0,0,34,0
gene-LOC102152803|LOC102152803,0,0,0,0,0,0,0,0
gene-LOC119872754|LOC119872754,0,0,0,0,0,0,0,0
gene-LOC100685193|LOC100685193,0,0,0,0,0,0,0,0
gene-LOC102153639|LOC102153639,39,0,17,2,0,4,21,0
gene-TRAF5|TRAF5,28,58,66,53,0,141,318,0
gene-LOC102153714|LOC102153714,0,0,12,13,0,19,14,0
gene-LOC111096617|LOC111096617,4,0,11,9,0,0,24,0
gene-LOC119872495|LOC119872495,3,0,15,33,0,21,33,0
gene-RCOR3|RCOR3,391,237,727,570,0,702,2099,0
gene-LOC102156568|LOC102156568,0,0,0,0,0,0,0,0
gene-LOC111096620|LOC111096620,0,0,0,0,0,68,100,0
gene-HHAT|HHAT,97,298,91,299,0,407,716,0
gene-LOC119872766|LOC119872766,0,0,0,2,0,0,0,0
gene-KCNH1|KCNH1,0,2,4,3,0,6,1,0
gene-LOC102156497|LOC102156497,0,0,0,0,0,0,0,0
gene-LOC100688350|LOC100688350,32,22,69,18,36,44,3,61
gene-LOC100688605|LOC100688605,3,0,0,0,0,0,0,0
gene-LOC106559001|LOC106559001,0,4,0,0,0,0,28,0
gene-NEK2|NEK2,65,198,201,60,0,17,202,0
gene-SLC30A1|SLC30A1,3240,3336,3581,2567,0,3910,30508,0
gene-DTL|DTL,23,146,120,17,0,14,184,0
gene-INTS7|INTS7,349,1047,678,654,0,910,2311,0
gene-LPGAT1|LPGAT1,2174,6283,4078,4821,0,15406,33484,0
gene-LOC119872755|LOC119872755,0,0,2,2,0,0,8,0
gene-LOC106559017|LOC106559017,0,18,3,30,0,19,20,0
gene-LOC102154370|LOC102154370,1,0,1,1,0,1,1,0
gene-PACC1|PACC1,180,389,244,289,0,374,1504,0
gene-LOC111096623|LOC111096623,21,0,0,3,0,34,9,0
gene-PPP2R5A|PPP2R5A,5841,4029,6585,8024,11,19025,28153,0
gene-LOC102155131|LOC102155131,10,0,9,17,0,6,6,0
gene-NENF|NENF,760,517,793,1027,0,1936,2430,0
gene-LOC102155202|LOC102155202,0,0,10,22,0,0,38,0
gene-LOC106559018|LOC106559018,19,0,0,0,0,0,49,0
gene-FAM71A|FAM71A,3,0,3,0,0,0,0,0
gene-LOC106559002|LOC106559002,0,6,8,11,0,9,41,0
gene-BATF3|BATF3,17,0,39,56,0,51,399,0
gene-LOC119872499|LOC119872499,0,0,0,0,0,0,0,0
gene-ATF3|ATF3,2393,200,1555,7362,0,603,2470,0
gene-LOC102155437|LOC102155437,5,0,2,0,0,0,0,0
gene-NSL1|NSL1,167,171,428,271,0,265,1378,0
gene-TATDN3|TATDN3,132,156,244,302,0,658,1676,0
gene-SPATA45|SPATA45,0,0,6,0,0,0,10,0
gene-LOC111096865|LOC111096865,2,3,2,1,0,1,2,0
gene-LOC100856016|LOC100856016,0,2,1,0,0,1,0,0
gene-LOC106558988|LOC106558988,13,6,0,12,0,8,51,0
gene-FLVCR1|FLVCR1,243,251,264,203,0,563,1197,0
gene-VASH2|VASH2,1809,2416,1661,4889,0,4067,8645,3
gene-ANGEL2|ANGEL2,279,203,534,296,0,548,1894,0
gene-RPS6KC1|RPS6KC1,378,339,622,546,0,736,2151,0
gene-LOC111096625|LOC111096625,0,0,6,0,0,0,0,0
gene-LOC119872500|LOC119872500,172,189,365,421,0,880,1795,0
gene-LOC100856097|LOC100856097,0,0,0,0,0,0,0,0
gene-PROX1|PROX1,2816,5286,2880,8300,4,5312,16778,0
gene-LOC102151644|LOC102151644,17,6,30,132,0,179,226,0
gene-SMYD2|SMYD2,544,428,563,1046,0,1019,3603,0
gene-LOC102151775|LOC102151775,0,3,3,6,0,6,47,0
gene-PTPN14|PTPN14,44,42,34,172,0,43,349,0
gene-LOC119872502|LOC119872502,0,0,0,0,0,0,0,0
gene-LOC119872501|LOC119872501,0,0,0,3,0,0,0,0
gene-CENPF|CENPF,192,628,548,57,0,42,943,0
gene-LOC100684306|LOC100684306,32,70,38,39,0,68,105,0
gene-LOC490297|LOC490297,37,26,48,5,6,9,6,0
gene-LOC106557472|LOC106557472,1912,2073,2690,2140,3,2951,7831,0
gene-TOR1AIP1|TOR1AIP1,2105,1606,2368,3670,0,4477,11793,3
gene-LOC610310|LOC610310,773,568,1224,1139,0,1244,3135,0
gene-CEP350|CEP350,1309,1580,1840,1128,0,1418,3559,0
gene-LOC102153143|LOC102153143,17,41,40,70,0,83,94,0
gene-LOC111096631|LOC111096631,105,0,15,58,0,154,437,0
gene-LOC111096632|LOC111096632,6,0,4,11,0,13,35,0
gene-KIAA1614|KIAA1614,0,0,26,24,0,36,68,0
gene-ACBD6|ACBD6,312,495,473,457,0,887,1412,0
gene-LOC111096634|LOC111096634,0,0,0,0,0,0,0,0
gene-STX6|STX6,194,266,392,541,0,545,1606,0
gene-LOC106559020|LOC106559020,0,0,0,0,0,2,0,0
gene-LOC106558985|LOC106558985,0,0,1,3,0,0,0,0
gene-LOC102156663|LOC102156663,0,0,2,0,0,0,0,0
gene-LOC111096635|LOC111096635,0,0,1,1,0,1,0,0
gene-XPR1|XPR1,399,556,310,508,0,310,1444,0
gene-IER5|IER5,209,145,1235,1006,0,258,902,0
gene-QSOX1|QSOX1,19447,5723,20985,66844,47,98805,251406,10
gene-LOC102154297|LOC102154297,56,0,15,40,0,16,171,0
gene-CACNA1E|CACNA1E,11,0,11,41,0,14,63,0
gene-LOC111096638|LOC111096638,0,0,0,0,0,0,0,0
gene-LOC106559021|LOC106559021,4,0,21,0,0,0,0,0
gene-RGSL1|RGSL1,4,5,354,109,3,45,41,1
gene-LOC119877249|LOC119877249,0,0,2,0,0,0,0,0
gene-CE9|CE9,0,0,0,0,0,0,0,0
gene-GLUL|GLUL,8860,4961,105501,34412,0,31202,44867,0
gene-LOC100687029|LOC100687029,9,2,33,4,0,21,10,0
gene-LOC100687115|LOC100687115,2,1,10,1,0,7,0,0
gene-LOC610528|LOC610528,22,5,83,49,15,69,5,9
gene-RNASEL|RNASEL,1059,339,2204,1753,0,2556,10413,0
gene-LOC102155735|LOC102155735,12,17,0,81,0,33,65,0
gene-RGS16|RGS16,3402,2538,2233,1676,0,9131,16098,0
gene-RGS8|RGS8,40,64,119,63,0,134,553,0
gene-NPL|NPL,262,125,332,638,0,185,2580,0
gene-LOC119872509|LOC119872509,0,0,6,10,0,2,21,0
gene-DHX9|DHX9,873,2278,1615,2604,8,2580,7627,0
gene-LAMC1|LAMC1,833,1914,2603,2955,0,3411,14313,0
gene-LOC111096641|LOC111096641,4,0,0,0,0,0,0,0
gene-LAMC2|LAMC2,42,8,91,227,0,53,334,0
gene-NMNAT2|NMNAT2,0,12,51,23,0,52,214,0
gene-LOC119872510|LOC119872510,0,0,0,0,0,2,0,0
gene-LOC119872511|LOC119872511,0,0,0,0,0,0,0,0
gene-NCF2|NCF2,79,84,258,310,0,131,2344,0
gene-SMG7|SMG7,1081,2207,1171,4457,0,2830,5698,0
gene-ARPC5|ARPC5,2905,2212,7125,8446,0,9701,43061,0
gene-RGL1|RGL1,974,552,1040,2163,0,1145,11023,3
gene-APOBEC4|APOBEC4,0,0,0,0,0,0,16,0
gene-LOC111096642|LOC111096642,0,0,4,3,0,0,0,0
gene-LOC119872512|LOC119872512,13,11,13,21,0,18,45,0
gene-LOC119876429|LOC119876429,6,0,5,0,0,0,0,0
gene-COLGALT2|COLGALT2,567,682,866,1323,0,2114,1825,0
gene-TSEN15|TSEN15,894,387,1251,933,0,1878,4642,0
gene-LOC119872514|LOC119872514,23,8,15,14,0,107,181,0
gene-C7H1orf21|C7H1orf21,109,258,198,216,0,336,1817,0
gene-LOC119872515|LOC119872515,0,0,0,0,0,0,0,0
gene-EDEM3|EDEM3,1044,1643,1634,2243,0,1844,7421,0
gene-LOC111096643|LOC111096643,0,0,0,0,0,0,0,0
gene-NIBAN1|NIBAN1,65,322,807,390,0,592,4200,0
gene-LOC119872715|LOC119872715,0,0,0,0,0,0,0,0
gene-RNF2|RNF2,288,309,206,280,0,363,1554,0
gene-TRMT1L|TRMT1L,361,575,597,705,0,1129,2252,0
gene-SWT1|SWT1,205,137,413,253,0,391,1146,0
gene-LOC106559024|LOC106559024,2,0,0,0,0,1,0,0
gene-LOC102152855|LOC102152855,6,9,6,0,0,0,0,0
gene-LOC111096645|LOC111096645,0,0,0,2,0,0,6,0
gene-LOC111096876|LOC111096876,0,2,0,0,0,0,0,0
gene-LOC106558991|LOC106558991,6,0,0,0,0,2,1,0
gene-LOC480043|LOC480043,1318,5507,2521,2729,0,2254,12803,0
gene-LOC102156819|LOC102156819,0,0,0,0,0,0,0,0
gene-HMCN1|HMCN1,106,39,131,67,0,131,425,0
gene-PRG4|PRG4,1505,1580,320,4871,4,1690,51778,0
gene-TPR|TPR,1959,3852,2385,2298,0,3058,7002,9
gene-LOC100687091|LOC100687091,14,14,21,20,4,2,6,4
gene-ODR4|ODR4,1423,1131,1637,1486,0,3311,6085,0
gene-LOC100687898|LOC100687898,0,0,0,0,0,0,0,0
gene-LOC490320|LOC490320,1,1,2,2,0,0,1,0
gene-PTGS2|PTGS2,199,76,513,426,0,165,1804,0
gene-PLA2G4A|PLA2G4A,221,42,336,356,0,455,2954,0
gene-LOC119872519|LOC119872519,0,0,0,0,0,0,5,0
gene-LOC608573|LOC608573,390,369,318,251,0,138,420,0
gene-FAM163A|FAM163A,7,240,34,0,0,6,11,0
gene-TDRD5|TDRD5,2,0,0,7,0,0,0,0
gene-AXDND1|AXDND1,9,7,16,21,0,16,78,0
gene-LOC490324|LOC490324,0,0,0,0,0,0,1,0
gene-LOC102156898|LOC102156898,0,0,0,0,0,0,0,0
gene-LOC111096925|LOC111096925,77,83,105,33,17,57,10,10
gene-SOAT1|SOAT1,845,2118,3159,1051,0,699,11225,0
gene-LOC111096647|LOC111096647,0,0,0,0,0,0,0,0
gene-ABL2|ABL2,205,276,368,617,0,502,1889,0
gene-LOC100688205|LOC100688205,0,0,0,0,0,0,0,0
gene-LOC119877285|LOC119877285,0,2,5,11,0,0,45,0
gene-TOR3A|TOR3A,204,269,749,771,0,1156,4902,0
gene-FAM20B|FAM20B,2436,2896,1797,5194,0,9564,19733,0
gene-LOC119872520|LOC119872520,10,9,17,11,2,8,33,2
gene-RALGPS2|RALGPS2,669,1232,1697,1071,0,1813,3550,0
gene-ANGPTL1|ANGPTL1,5,0,33,16,0,73,132,0
gene-LOC119872521|LOC119872521,0,0,0,0,0,0,0,0
gene-LOC119872714|LOC119872714,0,0,0,0,0,0,0,0
gene-LOC102155707|LOC102155707,910,195,743,410,0,113,257,0
gene-LOC106559004|LOC106559004,17,11,14,5,3,7,11,2
gene-LOC610994|LOC610994,408,371,839,612,20,612,414,9
gene-LOC111096926|LOC111096926,0,0,0,2,0,0,0,0
gene-RASAL2|RASAL2,752,1045,667,921,0,824,2441,0
gene-SEC16B|SEC16B,2592,2591,2943,5070,0,6055,8266,0
gene-LOC480059|LOC480059,79,155,156,105,0,134,313,0
gene-ASTN1|ASTN1,2,0,3,66,0,74,169,0
gene-LOC111096651|LOC111096651,0,0,0,0,0,0,0,0
gene-MIR488|MIR488,0,0,0,0,0,0,0,0
rna-NR_049492.1|MIR488,0,0,0,0,0,0,0,0
gene-LOC111096650|LOC111096650,0,0,0,0,0,0,0,0
gene-LOC611067|LOC611067,2,3,6,15,0,7,18,0
gene-LOC100688908|LOC100688908,2,5,8,4,4,6,4,0
gene-COP1|COP1,807,749,1140,1637,155,2758,5213,148
gene-LOC111096655|LOC111096655,0,0,1,0,0,0,1,0
gene-MIR1843|MIR1843,0,0,0,1,0,0,1,0
rna-NR_049349.1|MIR1843,0,0,0,1,0,0,1,0
gene-LOC102151295|LOC102151295,77,271,135,25,0,70,96,3
gene-KIAA0040|KIAA0040,118,78,158,480,0,883,1343,0
gene-TNN|TNN,18,0,13,27,0,11,0,0
gene-LOC111096656|LOC111096656,0,0,0,0,0,0,0,0
gene-RC3H1|RC3H1,884,985,964,1602,0,1238,2811,0
gene-CACYBP|CACYBP,1054,1808,1920,4395,29,6252,8701,49
gene-LOC102152829|LOC102152829,599,224,2404,1723,5,2593,6006,0
gene-RABGAP1L|RABGAP1L,1654,1595,2120,1918,0,2892,6531,0
gene-LOC111096658|LOC111096658,0,0,0,4,0,0,0,0
gene-LOC102157119|LOC102157119,0,0,0,0,0,0,0,0
gene-GPR52|GPR52,4,0,7,46,0,27,23,0
gene-LOC119872771|LOC119872771,0,0,0,0,0,0,0,0
gene-MRPS14|MRPS14,737,679,737,1814,953,3701,7117,929
gene-LOC119872523|LOC119872523,1,0,12,18,2,6,44,0
gene-LOC102151987|LOC102151987,3,3,27,11,0,0,14,0
gene-DARS2|DARS2,59,147,127,196,6,242,773,0
gene-CENPL|CENPL,55,111,112,30,0,56,382,0
gene-KLHL20|KLHL20,159,153,357,707,0,529,1426,0
gene-ANKRD45|ANKRD45,0,2,20,6,0,18,52,0
gene-TEX50|TEX50,0,0,0,0,0,0,0,0
gene-ZBTB37|ZBTB37,59,63,170,293,0,230,716,0
gene-LOC611209|LOC611209,338,296,710,1020,3,1272,1953,0
gene-LOC119872732|LOC119872732,0,0,1,1,0,0,0,0
gene-LOC119872743|LOC119872743,0,2,5,11,0,4,6,0
gene-LOC119872741|LOC119872741,0,2,10,32,0,11,25,0
gene-LOC119872742|LOC119872742,0,0,3,8,0,2,9,0
gene-LOC119872734|LOC119872734,0,0,9,17,0,4,28,0
gene-LOC119872724|LOC119872724,0,0,14,5,0,2,18,0
gene-SERPINC1|SERPINC1,75296,78404,84080,215069,198,284927,246856,48
gene-LOC119872733|LOC119872733,5,0,9,19,0,6,14,0
gene-LOC119872728|LOC119872728,1,0,12,60,0,9,30,0
gene-LOC119872730|LOC119872730,1,2,17,11,0,8,22,0
gene-LOC100855899|LOC100855899,0,0,0,0,0,0,0,0
gene-LOC100856126|LOC100856126,7,8,12,5,2,4,13,1
gene-LOC111096660|LOC111096660,13,16,14,8,1,8,2,1
gene-LOC100684025|LOC100684025,1,2,0,1,0,2,0,0
gene-SLC9C2|SLC9C2,0,0,0,3,0,0,7,0
gene-LOC106558986|LOC106558986,0,0,1,0,0,2,2,0
gene-PRDX6|PRDX6,19429,17016,14240,41367,177,85998,124313,148
gene-FASLG|FASLG,16,3,14,50,0,23,307,0
gene-LOC111096886|LOC111096886,0,0,0,0,0,0,0,0
gene-SUCO|SUCO,1193,773,1705,2791,0,2637,7865,0
gene-LOC119876431|LOC119876431,0,0,1,0,0,0,1,0
gene-LOC111096661|LOC111096661,65,12,18,16,0,45,166,0
gene-EEF1AKNMT|EEF1AKNMT,519,866,510,2052,0,1619,1725,0
gene-LOC480074|LOC480074,0,0,0,9,0,0,0,0
gene-LOC111096662|LOC111096662,0,0,0,0,0,6,0,0
gene-C7H1orf105|C7H1orf105,294,45,282,1052,0,853,1164,0
gene-LOC119872526|LOC119872526,4,0,0,3,0,0,10,0
gene-DNM3|DNM3,6,2,20,26,0,22,125,0
gene-MIR199-2|MIR199-2,0,0,0,0,0,0,3,0
rna-NR_049350.1|MIR199-2,0,0,0,0,0,0,1,0
gene-LOC119872717|LOC119872717,1,0,0,2,0,1,1,0
gene-LOC119872527|LOC119872527,9,0,5,10,0,0,151,0
gene-PIGC|PIGC,2047,1216,2870,9416,3,7205,12435,0
gene-LOC119872525|LOC119872525,13,4,1,2,0,2,10,0
gene-MIR214|MIR214,1,0,2,0,0,0,0,0
rna-NR_049435.1|MIR214,1,0,1,0,0,0,0,0
gene-VAMP4|VAMP4,744,418,1239,1011,0,1543,4468,0
gene-PRRC2C|PRRC2C,1026,4250,2777,4579,0,3142,10734,0
gene-LOC106559008|LOC106559008,0,0,2,8,0,2,0,0
gene-LOC119872729|LOC119872729,0,0,0,0,0,0,0,0
gene-FMO4|FMO4,238,405,696,1802,0,2075,1611,0
gene-FMO1|FMO1,13710,9038,7216,40058,13,39372,73192,10
gene-FMO2|FMO2,10,0,52,16,0,165,241,0
gene-LOC111096665|LOC111096665,0,0,30,0,0,0,0,0
gene-LOC611381|LOC611381,7,3,5,4,1,6,14,1
gene-LOC119872528|LOC119872528,0,0,8,0,0,0,49,0
gene-LOC490346|LOC490346,26,0,0,10,0,11,14,0
gene-FMO3|FMO3,10462,4313,4953,19551,22,29575,30976,19
gene-LOC102156399|LOC102156399,0,0,0,0,0,0,0,0
gene-PRRX1|PRRX1,1406,35,476,8,0,1143,127,0
gene-LOC111096666|LOC111096666,0,9,7,3,0,0,5,0
gene-GORAB|GORAB,189,91,392,195,0,456,1441,0
gene-LOC100685161|LOC100685161,10,15,0,4,0,2,7,0
gene-SELE|SELE,10,0,41,0,0,0,95,0
gene-LOC100683747|LOC100683747,0,0,0,0,0,0,0,0
gene-SELL|SELL,63,73,492,992,0,3472,11738,0
gene-SELP|SELP,11,0,53,88,0,92,745,0
gene-KIFAP3|KIFAP3,489,723,626,548,0,916,2172,0
gene-LOC119877328|LOC119877328,0,3,3,5,0,0,11,0
gene-SCYL3|SCYL3,236,256,404,791,0,713,1945,0
gene-C7H1orf112|C7H1orf112,120,362,187,267,0,452,916,0
gene-METTL18|METTL18,190,247,322,242,0,562,1770,0
gene-F5|F5,11042,20660,7753,14521,23,18102,33633,15
gene-LOC102151801|LOC102151801,21,29,20,8,0,37,63,0
gene-CCDC181|CCDC181,31,53,82,9,0,69,137,0
gene-SLC19A2|SLC19A2,3674,3361,3324,1023,0,4841,4151,0
gene-LOC102152384|LOC102152384,3,0,21,0,0,23,0,0
gene-DPT|DPT,0,0,65,88,0,509,291,0
gene-BLZF1|BLZF1,968,1055,1185,2954,5,2973,8199,15
gene-NME7|NME7,110,122,329,260,50,510,1191,34
gene-LOC102152256|LOC102152256,0,0,0,0,0,0,2,0
gene-ATP1B1|ATP1B1,1453,2015,2659,3282,0,5168,10566,0
gene-TBX19|TBX19,13,9,0,145,0,17,77,0
gene-LOC119872750|LOC119872750,1,0,0,0,0,1,2,0
gene-LOC490356|LOC490356,6,0,5,12,0,24,161,0
gene-LOC102152661|LOC102152661,0,0,0,0,0,0,0,0
gene-LOC119872530|LOC119872530,0,0,0,0,0,0,0,0
gene-LOC111096672|LOC111096672,0,0,0,0,0,0,0,0
gene-SFT2D2|SFT2D2,75,40,228,946,0,232,850,0
gene-LOC119877331|LOC119877331,3,0,5,18,0,0,44,0
gene-GPR161|GPR161,37,116,140,157,0,205,435,0
gene-TIPRL|TIPRL,1051,1215,1998,5448,0,3775,11031,6
gene-DCAF6|DCAF6,876,1270,1487,4277,0,2873,3741,0
gene-MPC2|MPC2,1826,1608,3235,11376,0,13634,24430,0
gene-LOC119872531|LOC119872531,9,4,2,46,0,56,120,0
gene-ADCY10|ADCY10,0,5,40,292,0,139,74,0
gene-LOC119876438|LOC119876438,0,2,2,0,0,2,0,0
gene-MPZL1|MPZL1,484,989,471,1483,0,510,2157,0
gene-LOC111096673|LOC111096673,9,13,13,27,0,9,82,0
gene-LOC119872533|LOC119872533,0,0,5,0,0,8,20,0
gene-LOC119872748|LOC119872748,0,0,0,0,0,0,0,0
gene-LOC119872751|LOC119872751,0,0,1,0,0,0,1,0
gene-RCSD1|RCSD1,578,267,630,1731,0,901,6436,0
gene-CD247|CD247,39,853,1022,938,0,1075,4133,0
gene-GPA33|GPA33,0,12,0,31,0,22,9,0
gene-LOC111096674|LOC111096674,0,0,0,0,0,0,0,0
gene-LOC102154001|LOC102154001,169,34,120,296,0,298,335,0
gene-POU2F1|POU2F1,179,337,335,356,0,515,1839,0
gene-LOC102156545|LOC102156545,0,0,0,0,0,0,0,0
gene-LOC106559032|LOC106559032,0,2,4,2,0,6,19,0
gene-CREG1|CREG1,21361,7101,13436,15710,0,13693,36245,0
gene-TADA1|TADA1,171,153,446,430,129,632,2025,152
gene-LOC111096675|LOC111096675,0,0,0,0,0,0,0,0
gene-MAEL|MAEL,43,820,981,51,0,62,117,0
gene-ILDR2|ILDR2,2167,2896,3609,5638,0,5862,3455,0
gene-POGK|POGK,467,1249,754,1316,0,1119,2768,0
gene-LOC119872738|LOC119872738,0,0,0,0,0,0,0,0
gene-FMN2|FMN2,53,0,240,15,0,38,150,0
gene-LOC119872535|LOC119872535,27,0,19,15,0,66,75,0
gene-GREM2|GREM2,142,384,45,285,0,149,152,0
gene-RGS7|RGS7,7,0,0,71,0,93,59,0
gene-LOC102155155|LOC102155155,0,0,0,0,0,0,0,0
gene-LOC111096678|LOC111096678,0,0,0,0,0,0,0,0
gene-LOC119872538|LOC119872538,0,0,0,0,0,0,0,0
gene-LOC102151241|LOC102151241,0,0,0,0,0,0,0,0
gene-LOC106559037|LOC106559037,19,7,18,16,0,82,102,0
gene-FH|FH,8431,11189,7661,12239,16,21119,32412,11
gene-EXO1|EXO1,5,54,76,20,0,5,125,0
gene-OPN3|OPN3,478,321,584,495,0,976,3083,0
gene-CHML|CHML,169,280,545,295,0,168,1246,0
gene-WDR64|WDR64,2,0,19,17,0,16,54,0
gene-LOC119872788|LOC119872788,0,0,0,0,0,0,0,0
gene-LOC111096683|LOC111096683,0,0,0,0,0,0,0,0
gene-KMO|KMO,3331,1612,96,1569,0,6433,2296,0
gene-LOC119877746|LOC119877746,169,159,336,791,114,620,2324,85
gene-BECN2|BECN2,0,0,0,0,0,0,0,0
gene-MAP1LC3C|MAP1LC3C,0,0,121,6,0,10,35,0
gene-PLD5|PLD5,175,6,55,167,0,406,1177,0
gene-LOC111096684|LOC111096684,0,0,4,0,0,0,0,0
gene-LOC111096686|LOC111096686,0,0,0,0,0,0,0,0
gene-LOC100688081|LOC100688081,247,433,456,347,58,707,861,17
gene-LOC111096696|LOC111096696,0,3,20,8,0,15,74,0
gene-AKT3|AKT3,128,69,341,450,0,257,1854,0
gene-LOC111096848|LOC111096848,0,0,0,0,0,0,0,0
gene-LOC111096694|LOC111096694,0,0,0,0,0,0,0,0
gene-LOC119872540|LOC119872540,49,16,104,164,0,130,525,0
gene-CEP170|CEP170,296,362,918,439,0,505,3098,0
gene-LOC111096691|LOC111096691,0,0,0,0,0,2,0,0
gene-MIR350|MIR350,0,0,0,0,0,0,0,0
rna-NR_049346.1|MIR350,0,0,0,0,0,0,0,0
gene-SDCCAG8|SDCCAG8,144,171,250,187,0,199,602,0
gene-LOC106559039|LOC106559039,0,0,0,0,0,0,4,0
gene-LOC111096692|LOC111096692,0,0,0,0,0,0,0,0
gene-LOC111096693|LOC111096693,0,0,0,0,0,0,0,0
gene-LOC119872541|LOC119872541,0,0,0,0,0,0,0,0
gene-LOC111096690|LOC111096690,2,1,6,1,0,1,1,0
gene-ZBTB18|ZBTB18,376,495,408,997,0,994,2294,0
gene-C7H1orf100|C7H1orf100,0,0,0,0,0,0,0,0
gene-LOC111096701|LOC111096701,0,0,0,3,0,0,10,0
gene-LOC119872542|LOC119872542,6,9,3,47,0,36,50,0
gene-LOC119872543|LOC119872543,0,0,0,0,0,0,0,0
gene-LOC111096704|LOC111096704,0,24,26,0,0,17,13,0
gene-LOC111096705|LOC111096705,0,0,0,0,0,0,0,0
gene-ADSS2|ADSS2,1269,1469,1951,3785,14,2784,7901,18
gene-CATSPERE|CATSPERE,0,0,0,0,0,0,0,0
gene-LOC102151323|LOC102151323,0,0,0,0,0,0,0,0
gene-LOC111096702|LOC111096702,0,0,3,0,0,0,0,0
gene-DESI2|DESI2,633,1180,2248,1262,0,3692,4476,0
gene-LOC102151695|LOC102151695,4,2,0,0,0,0,0,0
gene-COX20|COX20,341,39,477,449,539,1984,3286,434
gene-HNRNPU|HNRNPU,2845,6974,6879,16986,20,13437,31176,0
gene-EFCAB2|EFCAB2,91,54,96,76,142,199,392,159
gene-MIR7180|MIR7180,0,0,0,0,0,0,0,0
rna-NR_128839.1|MIR7180,0,0,0,0,0,0,0,0
gene-TRNAK-CUU-14|TRNAK-CUU,0,0,0,0,0,0,0,0
gene-LOC111096707|LOC111096707,0,0,0,0,0,0,0,0
gene-LOC119872545|LOC119872545,0,0,0,0,0,2,0,0
gene-KIF26B|KIF26B,130,338,51,345,0,72,1004,0
gene-SMYD3|SMYD3,267,393,308,466,0,457,2033,0
gene-LOC111096709|LOC111096709,0,4,24,11,0,0,54,0
gene-LOC119872546|LOC119872546,0,0,11,5,0,19,69,0
